[?1034hdatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW4/PTB.hdf5	classifier:	rnn	window_size:	2	b:	64	alpha:	1	sequence_length:	64	embedding_size:	35	optimizer:	sgd	epochs:	100	hidden	100	eta:	0.0001	hacks	true	
 498944
[torch.LongStorage of size 1]

 498944
[torch.LongStorage of size 1]

 95823
[torch.LongStorage of size 1]

RNN	
Beginning epoch	1	
    	44.870410578962	
Beginning epoch	2	
    	43.259665940168	
Beginning epoch	3	
    	41.769289129768	
Beginning epoch	4	
    	40.397273863256	
Beginning epoch	5	
    	39.142686722125	
Beginning epoch	6	
    	38.00418718038	
Beginning epoch	7	
    	36.980046455713	
Beginning epoch	8	
    	36.06817148734	
Beginning epoch	9	
    	35.266133339337	
Beginning epoch	10	
    	34.571199226087	
Beginning epoch	11	
    	33.98036728798	
Beginning epoch	12	
    	33.490403205718	
Beginning epoch	13	
    	33.097877710776	
Beginning epoch	14	
    	32.807184191547	
Beginning epoch	15	
    	32.636640446628	
Beginning epoch	16	
    	32.542980363558	
Beginning epoch	17	
    	32.491104807349	
Beginning epoch	18	
    	32.462298364194	
Beginning epoch	19	
    	32.44635760452	
Beginning epoch	20	
    	32.437628663084	
Beginning epoch	21	
    	32.432943271905	
Beginning epoch	22	
    	32.430513768086	
Beginning epoch	23	
    	32.429328587988	
Beginning epoch	24	
    	32.42881599852	
Beginning epoch	25	
    	32.428654683801	
Beginning epoch	26	
    	32.428666090899	
Beginning epoch	27	
    	32.428752884132	
Beginning epoch	28	
    	32.428863653416	
Beginning epoch	29	
    	32.428972672788	
Beginning epoch	30	
    	32.429068322813	
Beginning epoch	31	
    	32.429146509575	
Beginning epoch	32	
    	32.429206963651	
Beginning epoch	33	
    	32.429251193804	
Beginning epoch	34	
    	32.429281385511	
Beginning epoch	35	
    	32.429299833435	
Beginning epoch	36	
    	32.429308670885	
Beginning epoch	37	
    	32.429309760436	
Beginning epoch	38	
    	32.429304668589	
Beginning epoch	39	
    	32.429294681394	
Beginning epoch	40	
    	32.42928083743	
Beginning epoch	41	
    	32.429263965763	
Beginning epoch	42	
    	32.429244722676	
Beginning epoch	43	
    	32.429223624464	
Beginning epoch	44	
    	32.42920107541	
Beginning epoch	45	
    	32.429177390953	
Beginning epoch	46	
    	32.429152816527	
Beginning epoch	47	
    	32.429127542671	
Beginning epoch	48	
    	32.429101717031	
Beginning epoch	49	
    	32.429075453827	
Beginning epoch	50	
    	32.429048841288	
Beginning epoch	51	
    	32.42902194746	
Beginning epoch	52	
    	32.428994824741	
Beginning epoch	53	
    	32.428967513401	
Beginning epoch	54	
    	32.428940044324	
Beginning epoch	55	
    	32.428912441125	
Beginning epoch	56	
    	32.428884721801	
Beginning epoch	57	
    	32.4288569	
Beginning epoch	58	
    	32.42882898601	
Beginning epoch	59	
    	32.428800987521	
Beginning epoch	60	
    	32.428772910212	
Beginning epoch	61	
    	32.42874475821	
Beginning epoch	62	
    	32.42871653444	
Beginning epoch	63	
    	32.428688240898	
Beginning epoch	64	
    	32.428659878862	
Beginning epoch	65	
    	32.428631449052	
Beginning epoch	66	
    	32.428602951758	
Beginning epoch	67	
    	32.428574386936	
Beginning epoch	68	
    	32.428545754283	
Beginning epoch	69	
    	32.428517053292	
Beginning epoch	70	
    	32.428488283304	
Beginning epoch	71	
    	32.428459443533	
Beginning epoch	72	
    	32.428430533099	
Beginning epoch	73	
    	32.428401551047	
Beginning epoch	74	
    	32.428372496361	
Beginning epoch	75	
    	32.42834336798	
Beginning epoch	76	
    	32.428314164803	
Beginning epoch	77	
    	32.428284885698	
Beginning epoch	78	
    	32.428255529511	
Beginning epoch	79	
    	32.428226095062	
Beginning epoch	80	
    	32.428196581158	
Beginning epoch	81	
    	32.428166986589	
Beginning epoch	82	
    	32.42813731013	
Beginning epoch	83	
    	32.428107550548	
